Time (s),Temperature (°C),Error,PI Output,P Component,I Component,D Component
580.9182951450348,31.5625,2.4375,64.85658374351355,11.285625,53.57095874351356,0.0
583.7341275215149,31.5625,2.4375,64.96240593651218,11.285625,53.67678093651218,0.0
586.5512878894806,31.625,2.375,64.26259117332528,10.99625,53.779937712919406,-0.5135965395941334
589.366640329361,31.6875,2.3125,64.0732676625586,10.706875,53.8803159726786,-0.5139233101199971
592.1825127601624,31.625,2.375,65.49350457122631,10.99625,53.98342620788158,0.5138283633447309
594.9990022182465,31.6875,2.3125,64.27700302406154,10.706875,54.083844819754894,-0.5137167956933559
597.8141703605652,31.75,2.25,64.08505276239873,10.4175,54.18150471138426,-0.5139519489855167
600.6301345825195,31.6875,2.3125,65.50259179131405,10.706875,54.28190469855101,0.5138120927630332
603.4465932846069,31.6875,2.3125,65.08919661881473,10.706875,54.38232161881473,0.0
606.2621409893036,31.75,2.25,64.3836108742024,10.4175,54.47999449560963,-0.5138836214072335
609.0781693458557,31.8125,2.1875,64.18929587806413,10.128124999999999,54.57496987680254,-0.5137989987384114
611.8949584960938,31.8125,2.1875,64.79809479931504,10.128124999999999,54.669969799315034,0.0
614.7105684280396,31.8125,2.1875,64.89305592370599,10.128124999999999,54.76493092370598,0.0
617.5261781215668,31.875,2.125,64.18205817658207,9.83875,54.857179701113914,-0.5138715245318397
620.3421657085419,31.9375,2.0625,63.982294213176615,9.549375,54.94672647716851,-0.513807263991891
623.1585850715637,31.9375,2.0625,64.58566114947747,9.549375,55.036286149477476,0.0
625.9742715358734,31.9375,2.0625,64.67519885797168,9.549375,55.12582385797168,0.0
628.790598154068,31.9375,2.0625,64.76475586914879,9.549375,55.21538086914879,0.0
631.610591173172,31.9375,2.0625,64.85443001561693,9.549375,55.30505501561693,0.0
634.4226608276367,32.0,2.0,64.13724589173643,9.26,55.39176766832656,-0.5145217765901263
637.2381393909454,32.0,2.0,64.73858568007783,9.26,55.47858568007783,0.0
640.0541779994965,32.125,1.875,63.213648438462165,8.68125,55.5599933909036,-1.027594952441443
642.87065076828,32.0625,1.9375,65.12847439034648,8.970625,55.644126984805496,0.513722405540986
645.6866059303284,32.0625,1.9375,64.69887052262392,8.970625,55.72824552262392,0.0
648.5021772384644,32.125,1.875,63.97701040102656,8.68125,55.80964019314545,-0.5138797921188825
651.318665266037,32.1875,1.8125,63.76650297134938,8.391875,55.88834641954326,-0.5137184481938815
654.1345784664154,32.1875,1.8125,64.35891182894345,8.391875,55.96703682894344,0.0
656.950676202774,32.1875,1.8125,64.43760751511789,8.391875,56.04573251511789,0.0
659.7661278247833,32.1875,1.8125,64.5162857786096,8.391875,56.1244107786096,0.0
662.5826570987701,32.25,1.75,63.78919218665682,8.1025,56.20040398142652,-0.5137117947696935
665.39857172966,32.25,1.75,64.37888094773213,8.1025,56.27638094773213,0.0
668.214590549469,32.25,1.75,64.45486085384982,8.1025,56.35236085384982,0.0
671.034166097641,32.3125,1.6875,63.72569686799906,7.813124999999999,56.42572044316265,-0.5131485751635976
673.8461329936981,32.3125,1.6875,64.31200630361484,7.813124999999999,56.49888130361484,0.0
676.662591457367,32.3125,1.6875,64.38528352190228,7.813124999999999,56.57215852190228,0.0
679.4787137508392,32.375,1.625,63.65268200724732,7.52375,56.642713997800755,-0.5137819905534263
682.2941381931305,32.375,1.625,64.2370023301562,7.52375,56.713252330156195,0.0
685.1101317405701,32.375,1.625,64.30755449681325,7.52375,56.78380449681326,0.0
687.9266595840454,32.4375,1.5625,63.572318234462465,7.234375,56.85165550757717,-0.5137122731147021
690.7425634860992,32.4375,1.5625,64.15386686063475,7.234375,56.91949186063475,0.0
693.5581376552582,32.4375,1.5625,64.22169590207002,7.234375,56.987320902070024,0.0
696.374589920044,32.4375,1.5625,64.28954500595364,7.234375,57.05517000595364,0.0
699.1906778812408,32.5,1.5,63.55150874615944,6.945,57.12029730495775,-0.5137885587983073
702.0061821937561,32.5625,1.4375,63.324432161726094,6.655625,57.18269848539751,-0.5138913236714124
704.8221328258514,32.5,1.5,64.70663702155508,6.945,57.247822492620806,0.5138145289342713
707.6385979652405,32.5625,1.4375,63.452144786131576,6.655625,57.31024397467305,-0.5137241885414727
710.4545755386353,32.5625,1.4375,64.02828012625875,6.655625,57.372655126258756,0.0
713.2701706886292,32.625,1.375,63.28472102448966,6.36625,57.43234520332309,-0.5138741788334225
716.086590051651,32.625,1.375,63.85830158076772,6.36625,57.49205158076772,0.0
718.9026122093201,32.625,1.375,63.918000230063065,6.36625,57.551750230063064,0.0
721.7181355953217,32.625,1.375,63.977688704888465,6.36625,57.611438704888464,0.0
724.5341773033142,32.6875,1.3125,63.23150230279525,6.076875,57.66842417001142,-0.513796867216172
727.3505837917328,32.6875,1.3125,63.80229143787238,6.076875,57.725416437872376,0.0
730.1665813922882,32.6875,1.3125,63.85927592841868,6.076875,57.78240092841868,0.0
732.9826648235321,32.8125,1.1875,62.30450792253366,5.498125,57.83396004013027,-1.0275771175966146
735.7986588478088,32.75,1.25,64.18953733825423,5.7875,57.88823090079964,0.5138064374545768
738.6145815849304,32.75,1.25,63.73000033705242,5.7875,57.942500337052415,0.0
