Time (s),Temperature (°C)
0.8055253028869629,23.375
2.6294424533843994,23.3125
4.453391075134277,23.3125
6.2821362018585205,23.3125
8.101595878601074,23.3125
9.929417371749878,23.3125
11.749400615692139,23.3125
13.573405027389526,23.3125
15.397383451461792,23.375
17.22184109687805,23.375
19.045823574066162,23.3125
22.24538016319275,23.3125
24.069390773773193,23.3125
25.894009590148926,23.3125
27.717979669570923,23.3125
29.54190444946289,23.25
31.365825176239014,23.3125
33.18979835510254,23.3125
35.01383304595947,23.3125
36.837388038635254,23.3125
38.66138577461243,23.3125
40.48537850379944,23.3125
42.30983543395996,23.3125
44.133838176727295,23.25
45.95789670944214,23.3125
47.78181600570679,23.3125
49.60580015182495,23.3125
51.42938017845154,23.3125
53.25338935852051,23.3125
55.07738733291626,23.3125
56.90184235572815,23.375
58.725910902023315,23.3125
60.55770230293274,23.25
62.37381958961487,23.3125
64.19782710075378,23.3125
66.02138352394104,23.3125
67.84538197517395,23.3125
69.6693856716156,23.3125
71.49382734298706,23.25
73.31783843040466,23.3125
75.14181971549988,23.3125
76.96539807319641,23.25
78.78938221931458,23.25
80.6133942604065,23.3125
82.43781423568726,23.3125
84.26182007789612,23.25
86.08622479438782,23.3125
87.90980100631714,23.25
89.7338056564331,23.3125
91.55737900733948,23.3125
93.38138127326965,23.375
95.20537066459656,23.3125
97.02984023094177,23.3125
98.8538134098053,23.3125
100.67763066291809,23.375
102.50183320045471,23.375
104.32583117485046,23.375
106.14939188957214,23.375
107.97337603569031,23.3125
109.79738163948059,23.375
111.6219208240509,23.4375
113.44584441184998,23.4375
115.26983880996704,23.375
117.09338974952698,23.375
118.91738271713257,23.375
120.7416877746582,23.5
122.56579232215881,23.4375
124.38979172706604,23.5
126.21338295936584,23.5
128.03737449645996,23.5
129.86136174201965,23.5
131.68569016456604,23.5
133.50982546806335,23.5
135.3339283466339,23.5625
137.15783500671387,23.5625
138.98179030418396,23.5625
140.80565881729126,23.5625
142.62942600250244,23.625
144.45338368415833,23.625
146.27784180641174,23.625
148.10183119773865,23.625
149.92584538459778,23.625
151.7494559288025,23.6875
153.5735809803009,23.6875
155.39738726615906,23.625
157.22182941436768,23.6875
159.04583430290222,23.6875
160.86942625045776,23.75
162.69338941574097,23.75
164.5173738002777,23.75
166.34189581871033,23.8125
168.16583704948425,23.8125
169.9898281097412,23.8125
171.81391882896423,23.875
173.63783931732178,23.875
175.46183705329895,23.875
177.28538298606873,23.875
179.10938167572021,23.875
180.93390274047852,23.9375
182.7584626674652,23.9375
184.58189511299133,24.0
186.4053816795349,24.0
188.22939324378967,24.0
190.05342841148376,24.0625
191.87782788276672,24.0
193.70188975334167,24.125
195.5259439945221,24.125
197.34983372688293,24.125
199.173832654953,24.125
200.9974067211151,24.125
202.82141518592834,24.25
204.64539790153503,24.25
206.4698359966278,24.25
208.29383778572083,24.25
210.11789298057556,24.3125
211.94183731079102,24.3125
213.76582717895508,24.3125
215.58993196487427,24.3125
217.41339015960693,24.3125
219.23759388923645,24.375
221.06213331222534,24.4375
222.88581562042236,24.375
224.7098262310028,24.4375
226.5339126586914,24.5
228.35783004760742,24.5
230.18196201324463,24.5625
232.00584268569946,24.5625
233.82982969284058,24.5625
235.6534388065338,24.625
237.47738409042358,24.625
239.30141496658325,24.6875
241.1258418560028,24.6875
242.94942259788513,24.75
244.7733793258667,24.75
246.6020667552948,24.75
248.42189645767212,24.8125
250.24589729309082,24.875
252.06939435005188,24.8125
253.89338564872742,24.875
255.7173948287964,24.875
257.54188227653503,24.9375
259.36542558670044,25.0
261.18938159942627,25.0
263.0133762359619,25.0
264.83791494369507,25.0625
266.6614305973053,25.125
268.48538041114807,25.125
270.3093841075897,25.125
272.1338436603546,25.125
273.9579539299011,25.1875
275.7824945449829,25.1875
277.6058931350708,25.25
279.4298315048218,25.25
281.25339102745056,25.25
283.07818245887756,25.3125
284.9014117717743,25.375
286.72577357292175,25.375
288.54990005493164,25.4375
290.3738286495209,25.4375
292.19783186912537,25.4375
294.02192425727844,25.5
295.84583568573,25.5
297.6698372364044,25.5
299.4938871860504,25.5625
301.31738543510437,25.5625
303.1414740085602,25.5625
304.96541595458984,25.6875
306.789838552475,25.6875
308.61382031440735,25.6875
310.43790078163147,25.75
312.2618227005005,25.75
314.08588433265686,25.8125
315.90938901901245,25.8125
317.73338198661804,25.8125
319.5574200153351,25.875
321.3818325996399,25.875
323.20588636398315,25.9375
325.029821395874,25.9375
326.8539083003998,26.0
328.67783212661743,26.0
330.5019564628601,26.0625
332.3253901004791,26.0625
334.14942240715027,26.125
335.97393226623535,26.1875
337.79782938957214,26.1875
339.62189984321594,26.25
341.4493775367737,26.25
343.26942443847656,26.3125
345.0933828353882,26.3125
346.91790986061096,26.375
348.7417802810669,26.375
350.5660014152527,26.5
352.38991951942444,26.4375
354.2138319015503,26.4375
356.03743720054626,26.5
357.86142230033875,26.5625
359.68538522720337,26.5625
361.5098376274109,26.5625
363.33389496803284,26.625
365.1579043865204,26.6875
366.9819028377533,26.75
368.805837392807,26.6875
370.629864692688,26.75
372.4533815383911,26.75
374.27741980552673,26.8125
376.10184812545776,26.8125
377.92589235305786,26.875
379.74987292289734,26.9375
381.5738353729248,26.9375
383.39791536331177,27.0
385.2218406200409,27.0
387.04538583755493,27.0
388.8693826198578,27.0
390.69391775131226,27.0625
392.5178666114807,27.1875
394.3418276309967,27.1875
396.16582798957825,27.1875
397.9899163246155,27.25
399.81379890441895,27.25
401.6379601955414,27.3125
403.4619183540344,27.375
405.2858250141144,27.3125
407.10939288139343,27.375
408.9333815574646,27.375
410.7579073905945,27.4375
412.5819034576416,27.5
414.4058277606964,27.5
416.2299017906189,27.5625
418.0538079738617,27.5625
419.87781023979187,27.5625
421.70940017700195,27.5625
423.52542424201965,27.6875
425.349383354187,27.6875
427.1738512516022,27.6875
428.9978942871094,27.75
430.8218340873718,27.75
432.64594411849976,27.75
434.46991634368896,27.875
436.29338216781616,27.875
438.11737418174744,27.875
439.94537687301636,27.875
441.765900850296,27.9375
443.58989930152893,28.0
445.41383504867554,28.0
447.2379102706909,28.0625
449.06188321113586,28.125
450.88538646698,28.125
452.7093803882599,28.125
454.53341364860535,28.25
456.3578360080719,28.25
458.18183517456055,28.25
460.0059049129486,28.3125
461.82982897758484,28.3125
463.65391635894775,28.375
465.47787618637085,28.4375
467.3013813495636,28.375
469.125381231308,28.4375
470.949848651886,28.4375
472.7739152908325,28.5625
474.59782433509827,28.5625
476.4213864803314,28.5625
478.245423078537,28.625
480.0693848133087,28.625
481.8938374519348,28.625
483.7179193496704,28.6875
485.54193687438965,28.75
487.365385055542,28.75
489.1893811225891,28.75
491.0138039588928,28.75
492.83790588378906,28.8125
494.66245317459106,28.8125
496.485417842865,28.9375
498.30942130088806,28.875
500.1333804130554,28.9375
501.9578387737274,28.9375
503.7819437980652,29.0
505.61060333251953,29.0
507.42983508110046,29.0625
509.2538228034973,29.0625
511.0774278640747,29.125
512.9014146327972,29.1875
514.7254147529602,29.25
516.5499093532562,29.1875
518.3738317489624,29.25
520.1978290081024,29.25
522.0219128131866,29.3125
523.8459010124207,29.375
525.6773889064789,29.3125
527.493415594101,29.4375
529.3173861503601,29.375
531.1418454647064,29.4375
532.9659337997437,29.5
534.7898428440094,29.5
536.6138916015625,29.5625
538.4379205703735,29.625
540.2618324756622,29.625
542.0853891372681,29.625
543.9093794822693,29.625
545.7338984012604,29.6875
547.5578963756561,29.75
549.3819003105164,29.8125
551.2053892612457,29.75
553.0293860435486,29.8125
554.8533818721771,29.8125
556.6778621673584,29.8125
558.5019228458405,29.875
560.3258221149445,29.875
562.1499228477478,29.9375
563.9738800525665,30.0
565.7973935604095,30.0
567.6213827133179,30.0
569.4454171657562,30.125
571.2698681354523,30.0625
573.0938081741333,30.125
574.9178311824799,30.125
576.7417199611664,30.1875
578.5658447742462,30.1875
580.3898856639862,30.25
582.2133891582489,30.25
584.0373826026917,30.25
585.8619134426117,30.3125
587.6858277320862,30.3125
589.5098795890808,30.375
591.3338422775269,30.375
593.1580696105957,30.375
594.9818980693817,30.4375
596.8054287433624,30.5
598.6293821334839,30.5
600.4534392356873,30.5625
602.2778232097626,30.5625
604.1018040180206,30.5625
605.9259035587311,30.625
607.7498996257782,30.6875
609.5738415718079,30.625
611.3973844051361,30.6875
613.2214357852936,30.75
615.0453779697418,30.6875
616.8698308467865,30.75
618.6939013004303,30.8125
620.517822265625,30.8125
622.341837644577,30.8125
624.1658113002777,30.8125
625.9899418354034,30.9375
627.8139004707336,30.875
629.6378254890442,30.9375
631.4614171981812,31.0
633.2853863239288,31.0
635.1093783378601,31.0
636.933910369873,31.0625
638.7578332424164,31.0625
640.5821442604065,31.125
642.4059102535248,31.1875
644.2298283576965,31.1875
646.0534462928772,31.1875
647.8773889541626,31.1875
649.7014198303223,31.25
651.5258412361145,31.25
653.3499219417572,31.3125
655.1738238334656,31.3125
656.9978325366974,31.3125
658.8218054771423,31.3125
660.6496632099152,31.375
662.4693863391876,31.375
664.293416261673,31.4375
666.1178505420685,31.4375
667.9419174194336,31.5
669.7658293247223,31.4375
671.5898544788361,31.5
673.4139263629913,31.5625
675.2378106117249,31.5
677.0613882541656,31.5625
678.8853847980499,31.5625
680.7099282741547,31.625
682.5338187217712,31.625
684.3578956127167,31.6875
686.1818869113922,31.625
688.0058076381683,31.625
689.8298003673553,31.6875
691.6534562110901,31.6875
693.4773840904236,31.6875
