Time (s),Temperature (°C),Error,PI Output,P Component,I Component
0.8041152954101562,27.8125,12.1875,100,109.6875,0.0
6.628563404083252,27.75,12.25,100,110.25,2.140475655198097
12.452038288116455,27.8125,12.1875,100,109.6875,4.269690807759762
18.27647852897644,27.8125,12.1875,100,109.6875,6.3992429664731025
24.10057258605957,27.875,12.125,100,109.125,8.517758220434189
29.924036026000977,27.875,12.125,100,109.125,10.636051112115382
35.748079776763916,28.0625,11.9375,100,107.4375,12.721787207275629
41.57208728790283,28.125,11.875,100,106.875,14.796589968055486
47.396082401275635,28.1875,11.8125,100,106.3125,16.86046925023198
53.22055792808533,28.375,11.625,100,104.625,18.891749519258738
59.044583320617676,28.5,11.5,100,103.5,20.901038197427987
64.86807179450989,28.75,11.25,100,101.25,22.866471592336893
70.6920645236969,28.875,11.125,100,100.125,24.810229165703056
76.51655673980713,29.125,10.875,100,97.875,26.71046337291598
82.34006547927856,29.375,10.625,100,95.625,28.56671293929219
88.16407442092896,29.5,10.5,100,94.5,30.401275755912064
93.98853898048401,29.8125,10.1875,100,91.6875,32.18137219905853
99.8120665550232,29.9375,10.0625,100,90.5625,33.939355199486016
105.63655972480774,30.3125,9.6875,100,87.1875,35.63209263727069
111.46006536483765,30.5,9.5,100,85.5,37.291797724217176
117.2840576171875,30.875,9.125,100,82.125,38.886115603297945
123.10853981971741,31.0625,8.9375,100,80.4375,40.44779977977276
128.93256449699402,31.375,8.625,100,77.625,41.95476610332727
134.75607132911682,31.625,8.375,100,75.375,43.417926687598225
140.58054184913635,31.9375,8.0625,100,72.5625,44.826716284900904
146.4040687084198,32.25,7.75,100,69.75,46.180690547972915
152.22805380821228,32.5625,7.4375,100,66.9375,47.480167116969824
158.05255031585693,32.875,7.125,100,64.125,48.725149219483136
163.87607049942017,33.125,6.875,100,61.875,49.926253945380445
169.70006728172302,33.4375,6.5625,100,59.0625,51.07285354658961
175.5245714187622,33.75,6.25,100,56.25,52.164944764226675
181.3480658531189,34.0,6.0,100,54.0,53.21317702397704
187.17207193374634,34.3125,5.6875,100,51.1875,54.206898020803926
192.9965419769287,34.5625,5.4375,100,48.9375,55.15701139077544
198.82009029388428,34.875,5.125,100,46.125,56.05238495036959
204.64405941963196,35.125,4.875,100,43.875,56.90414043501019
210.46806597709656,35.5,4.5,98.1903812880814,40.5,57.690381288081404
216.2920708656311,35.75,4.25,96.68294194176792,38.25,58.43294194176793
222.11606335639954,36.0625,3.9375,94.55840097025037,35.4375,59.12090097025037
227.9400715827942,36.3125,3.6875,92.95268190667034,33.1875,59.76518190667033
233.76407313346863,36.5,3.5,91.87670206949115,31.5,60.376702069491145
239.5885546207428,36.75,3.25,90.19458699211478,29.25,60.94458699211478
245.4360659122467,36.9375,3.0625,89.0443289758265,27.5625,61.4818289758265
251.23655128479004,37.1875,2.8125,87.28374331980943,25.3125,61.97124331980943
257.0600640773773,37.4375,2.5625,85.48142731368542,23.0625,62.418927313685415
262.8840763568878,37.625,2.375,84.20888822257518,21.375,62.83388822257518
268.70806431770325,37.875,2.125,82.33016740947961,19.125,63.205167409479614
274.53206729888916,38.0625,1.9375,80.98118759661912,17.4375,63.54368759661913
280.35606265068054,38.25,1.75,79.59944739013909,15.75,63.8494473901391
286.18008494377136,38.375,1.625,78.75836843043565,14.625,64.13336843043565
292.00454330444336,38.625,1.375,76.7486266002059,12.375,64.3736266002059
297.82807660102844,38.75,1.25,75.84200979620218,11.25,64.59200979620218
303.65207290649414,38.875,1.125,74.91356967151165,10.125,64.78856967151165
309.47607040405273,39.0625,0.9375,73.38986959442497,8.4375,64.95236959442497
315.3000593185425,39.125,0.875,72.98024929717182,7.875,65.10524929717182
321.1240575313568,39.3125,0.6875,71.41286925047636,6.1875,65.22536925047636
326.9480667114258,39.375,0.625,70.9595694360137,5.625,65.3345694360137
332.7720630168915,39.5,0.5,69.92192938417196,4.5,65.42192938417196
338.59655237197876,39.625,0.375,68.86245467752218,3.375,65.48745467752218
344.42002844810486,39.625,0.375,68.9279689630866,3.375,65.5529689630866
350.24407720565796,39.75,0.25,67.84664934843778,2.25,65.59664934843778
356.0680367946625,39.75,0.25,67.89032902032136,2.25,65.64032902032136
361.89256834983826,39.875,0.125,66.78717094928027,1.125,65.66217094928027
367.71647453308105,39.875,0.125,66.80901058584452,1.125,65.68401058584452
373.54007291793823,40.0,0.0,65.68401058584452,0.0,65.68401058584452
379.36402320861816,40.0,0.0,65.68401058584452,0.0,65.68401058584452
385.1880671977997,40.0625,-0.0625,65.11059049978851,-0.5625,65.67309049978851
391.0120668411255,40.125,-0.125,64.52625049844384,-1.125,65.65125049844384
396.83655834198,40.1875,-0.1875,63.93098783969879,-1.6875,65.61848783969879
402.6600329875946,40.1875,-0.1875,63.898230710327624,-1.6875,65.58573071032762
408.48403573036194,40.1875,-0.1875,63.865470690876236,-1.6875,65.55297069087624
414.30807185173035,40.25,-0.25,63.25929040208459,-2.25,65.50929040208459
420.13203382492065,40.1875,-0.1875,63.78903062537313,-1.6875,65.47653062537313
425.9560241699219,40.25,-0.25,63.18285069599747,-2.25,65.43285069599747
431.7804899215698,40.1875,-0.1875,63.71258820220828,-1.6875,65.40008820220828
437.6040277481079,40.1875,-0.1875,63.6798306825757,-1.6875,65.3673306825757
443.4280309677124,40.1875,-0.1875,63.64707066044211,-1.6875,65.33457066044211
449.25202989578247,40.1875,-0.1875,63.61431067183614,-1.6875,65.30181067183614
455.07603335380554,40.25,-0.25,63.00813064232469,-2.25,65.25813064232469
460.90002155303955,40.125,-0.125,64.11129068300127,-1.125,65.23629068300127
466.72403478622437,40.125,-0.125,64.08945063516498,-1.125,65.21445063516498
472.54846262931824,40.125,-0.125,64.0676091094315,-1.125,65.1926091094315
478.3720169067383,40.0625,-0.0625,64.61918990582228,-0.5625,65.18168990582228
484.1960234642029,40.1875,-0.1875,63.461429868936534,-1.6875,65.14892986893653
490.02003264427185,40.125,-0.125,64.00208983540534,-1.125,65.12708983540534
495.8440339565277,40.125,-0.125,63.980249833166596,-1.125,65.1052498331666
501.66803431510925,40.125,-0.125,63.95840983092785,-1.125,65.08340983092785
507.49327540397644,40.1875,-0.1875,63.363142991960046,-1.6875,65.05064299196005
513.3160588741302,40.125,-0.125,63.90380745649338,-1.125,65.02880745649338
519.1400265693665,40.125,-0.125,63.88196757942438,-1.125,65.00696757942438
524.9640226364136,40.125,-0.125,63.86012759149074,-1.125,64.98512759149074
530.7880346775055,40.0625,-0.0625,64.41170756980776,-0.5625,64.97420756980776
536.6120352745056,40.0625,-0.0625,64.40078756868839,-0.5625,64.96328756868839
542.4365706443787,39.9375,0.0625,65.53670853808522,0.5625,64.97420853808522
548.2600266933441,40.0,0.0,64.97420853808522,0.0,64.97420853808522
554.0844712257385,39.9375,0.0625,65.54762933269143,0.5625,64.98512933269143
559.908029794693,39.875,0.125,66.13196775510907,1.125,65.00696775510907
565.7320272922516,39.875,0.125,66.15380774483084,1.125,65.02880774483084
571.5560758113861,39.8125,0.1875,66.74906803250313,1.6875,65.06156803250313
577.3800356388092,39.8125,0.1875,66.78182778775692,1.6875,65.09432778775692
583.2044820785522,39.8125,0.1875,66.81459018632769,1.6875,65.12709018632769
589.0280284881592,39.8125,0.1875,66.84734775021673,1.6875,65.15984775021673
594.8520274162292,39.75,0.25,67.45352774396538,2.25,65.20352774396538
600.6760272979736,39.8125,0.1875,66.92378773793578,1.6875,65.23628773793578
606.5000264644623,39.8125,0.1875,66.9565477399528,1.6875,65.2690477399528
612.3240683078766,39.6875,0.3125,68.13614815235138,2.8125,65.32364815235138
618.1480355262756,39.8125,0.1875,67.04390795186161,1.6875,65.35640795186161
623.9724812507629,39.75,0.25,67.65009114637971,2.25,65.40009114637971
629.7960329055786,39.8125,0.1875,67.12034873709082,1.6875,65.43284873709082
635.6200323104858,39.75,0.25,67.72652873083949,2.25,65.47652873083949
641.444020986557,39.75,0.25,67.77020865127444,2.25,65.52020865127444
647.268492937088,39.6875,0.3125,68.38731287911534,2.8125,65.57481287911534
653.0920233726501,39.6875,0.3125,68.44190867364406,2.8125,65.62940867364406
658.9160289764404,39.6875,0.3125,68.49650872394443,2.8125,65.68400872394443
664.7404816150665,39.625,0.375,69.12453358277678,3.375,65.74953358277678
670.5644598007202,39.75,0.25,68.0432134155929,2.25,65.7932134155929
676.3880290985107,39.6875,0.3125,68.66030957445503,2.8125,65.84780957445503
682.212021112442,39.75,0.25,68.14148951634765,2.25,65.89148951634765
