Time (s),Temperature (°C)
0.8198740482330322,23.625
2.6438629627227783,23.6875
4.467817783355713,23.625
6.292273283004761,23.625
8.115854978561401,23.625
9.939807891845703,23.625
11.767823457717896,23.625
13.588313579559326,23.625
15.412241697311401,23.625
17.236753940582275,23.6875
19.059805154800415,23.6875
20.88380765914917,23.6875
22.71181321144104,23.6875
24.531814575195312,23.6875
26.35580277442932,23.625
28.17981719970703,23.625
30.003803491592407,23.6875
31.82780623435974,23.6875
33.65180683135986,23.625
35.47580599784851,23.6875
37.29980802536011,23.625
39.12380504608154,23.6875
40.94779968261719,23.6875
42.77581715583801,23.6875
44.59582710266113,23.6875
46.419795513153076,23.6875
48.24380850791931,23.6875
50.067808866500854,23.625
51.89181137084961,23.6875
53.715803384780884,23.6875
55.53980350494385,23.6875
57.36381220817566,23.6875
59.18781018257141,23.6875
61.01180982589722,23.6875
62.83580780029297,23.6875
64.6602418422699,23.6875
66.48430061340332,23.625
68.30783414840698,23.6875
70.13181471824646,23.6875
71.95629572868347,23.6875
73.77981328964233,23.625
75.60379338264465,23.6875
77.42785882949829,23.75
79.25180530548096,23.625
81.07580137252808,23.6875
82.89981031417847,23.6875
84.72380471229553,23.6875
86.5478024482727,23.625
88.37180685997009,23.6875
90.19580459594727,23.6875
92.01980948448181,23.6875
93.8438093662262,23.6875
95.66781949996948,23.6875
97.49180936813354,23.75
99.31582546234131,23.6875
101.1398069858551,23.6875
102.96380662918091,23.6875
104.78781747817993,23.6875
106.61179876327515,23.6875
108.43580937385559,23.75
110.25981187820435,23.75
112.08381009101868,23.6875
113.90780711174011,23.75
115.7318046092987,23.75
117.55638647079468,23.75
119.37986898422241,23.8125
121.2038083076477,23.8125
123.02780628204346,23.75
124.85180687904358,23.75
126.67585158348083,23.75
128.49980783462524,23.8125
130.32380986213684,23.8125
132.14780521392822,23.8125
133.97180366516113,23.8125
135.79625535011292,23.8125
137.61980390548706,23.75
139.44380712509155,23.8125
141.26780152320862,23.8125
143.09226179122925,23.8125
144.91585087776184,23.875
146.74386382102966,23.8125
148.56380820274353,23.875
150.38780188560486,23.8125
152.21180701255798,23.875
154.0358099937439,23.875
155.8598062992096,23.875
157.68381261825562,23.875
159.5078203678131,23.875
161.3318099975586,23.875
163.15581035614014,23.875
164.97985887527466,23.9375
166.80381798744202,23.9375
168.62780904769897,23.9375
170.45183968544006,23.9375
172.2758150100708,23.9375
174.0998067855835,23.9375
175.9238522052765,24.0
177.75182390213013,23.9375
179.57180333137512,24.0
181.3958559036255,24.0625
183.21980905532837,24.0
185.04380702972412,24.0
186.86781096458435,24.0
188.69180035591125,24.0625
190.51580452919006,24.0
192.33980464935303,24.0625
194.16385054588318,24.125
195.9878113269806,24.0625
197.8118178844452,24.0625
199.63580513000488,24.0625
201.45980215072632,24.125
203.28381204605103,24.125
205.10780596733093,24.125
206.93180775642395,24.125
208.75582146644592,24.125
210.57983994483948,24.1875
212.4038109779358,24.1875
214.22780752182007,24.1875
216.05180883407593,24.125
217.87585735321045,24.25
219.69980382919312,24.1875
221.52381253242493,24.25
223.34781289100647,24.25
225.17181634902954,24.25
226.9958152770996,24.25
228.81984424591064,24.3125
230.6438057422638,24.3125
232.46781086921692,24.3125
234.29181098937988,24.3125
236.11581087112427,24.3125
237.93987226486206,24.375
239.7637972831726,24.375
241.58779191970825,24.375
243.41184973716736,24.4375
245.2358090877533,24.375
247.05980706214905,24.4375
248.88381028175354,24.4375
250.7078082561493,24.4375
252.53183031082153,24.4375
254.35584902763367,24.5
256.17980337142944,24.5
258.00381445884705,24.5
259.8278419971466,24.5625
261.6518030166626,24.5625
263.47582483291626,24.5625
265.29983258247375,24.625
267.12435960769653,24.5625
268.9478108882904,24.625
270.7717978954315,24.625
272.59580731391907,24.625
274.41985058784485,24.6875
276.24380564689636,24.6875
278.0678129196167,24.6875
279.8918414115906,24.75
281.7200016975403,24.75
283.53980469703674,24.75
285.3638460636139,24.8125
287.1878068447113,24.8125
289.0118088722229,24.8125
290.83583784103394,24.875
292.6644825935364,24.875
294.48380970954895,24.875
296.3078467845917,24.9375
298.13181352615356,24.9375
299.9558446407318,25.0
301.77981638908386,25.0
303.6038134098053,25.0
305.42780661582947,25.0
307.2518448829651,25.0625
309.0758068561554,25.0625
310.89984250068665,25.125
312.7238414287567,25.125
314.54780650138855,25.125
316.3718385696411,25.1875
318.2010405063629,25.1875
320.0198049545288,25.1875
321.8438551425934,25.25
323.6678194999695,25.25
325.4918382167816,25.3125
327.31580996513367,25.3125
329.13980889320374,25.3125
330.96380066871643,25.3125
332.7878460884094,25.375
334.6118075847626,25.375
336.4358432292938,25.4375
338.2598397731781,25.5
340.0838050842285,25.4375
341.9078116416931,25.5
343.7324719429016,25.5
345.5558044910431,25.5
347.37984466552734,25.625
349.203980922699,25.5625
351.0278079509735,25.5625
352.8518455028534,25.6875
354.67580699920654,25.6875
356.499804019928,25.6875
358.3238060474396,25.6875
360.1478090286255,25.6875
361.9718520641327,25.8125
363.79581356048584,25.8125
365.61980509757996,25.8125
367.4438488483429,25.875
369.2684545516968,25.875
371.0918073654175,25.875
372.91581177711487,25.875
374.73990631103516,25.9375
376.56384325027466,26.0
378.3878130912781,26.0
380.2119028568268,26.0625
382.03581070899963,26.0625
383.85983872413635,26.125
385.683806180954,26.125
387.5078537464142,26.1875
389.33180809020996,26.1875
391.1558048725128,26.1875
392.9798104763031,26.1875
394.8128056526184,26.25
396.6278450489044,26.3125
398.45181012153625,26.3125
400.27585101127625,26.375
402.0998089313507,26.375
403.92380595207214,26.375
405.748117685318,26.4375
407.5718426704407,26.5
409.3958070278168,26.5
411.21984577178955,26.5625
413.04381346702576,26.5
414.8678116798401,26.5625
416.6924705505371,26.5625
418.51580786705017,26.5625
420.3410065174103,26.6875
422.16381311416626,26.6875
423.98784160614014,26.75
425.81184935569763,26.8125
427.6358108520508,26.8125
429.45980429649353,26.75
431.284255027771,26.8125
433.10784339904785,26.875
434.9318039417267,26.875
436.75586462020874,26.9375
438.58024764060974,26.9375
440.4043245315552,27.0
442.22784781455994,27.0625
444.0518054962158,27.0625
445.8758764266968,27.125
447.69980907440186,27.125
449.5238456726074,27.1875
451.3482780456543,27.125
453.1722686290741,27.1875
454.9962480068207,27.1875
456.81985306739807,27.25
458.643846988678,27.3125
460.4677999019623,27.3125
462.29185485839844,27.375
464.11580538749695,27.375
465.93978929519653,27.375
467.7638099193573,27.375
469.58784461021423,27.4375
471.4121596813202,27.4375
473.23632645606995,27.5
475.06033420562744,27.5625
476.8839635848999,27.5625
478.7082574367523,27.5625
480.53232169151306,27.625
482.3558077812195,27.625
484.1798412799835,27.6875
486.0037941932678,27.6875
487.8278033733368,27.6875
489.6518135070801,27.6875
491.4758450984955,27.75
493.29984736442566,27.8125
495.123806476593,27.8125
496.9480986595154,27.875
498.77231097221375,27.9375
500.59625363349915,27.9375
502.41984367370605,28.0
504.24380922317505,28.0
506.0678095817566,28.0
507.8921847343445,28.0
509.71631121635437,28.0625
511.5402421951294,28.0625
513.3638484477997,28.125
515.1878464221954,28.1875
