Time (s),Temperature (°C),Error,PI Output,P Component,I Component
0.8163220882415771,29.1875,5.8125,52.3125,52.3125,0.0
6.640247821807861,29.1875,5.8125,53.32703029829353,52.3125,1.014530298293531
12.464243412017822,29.1875,5.8125,54.34157413623601,52.3125,2.029074136236012
18.288297414779663,29.25,5.75,54.78271913108557,51.75,3.0327191310855746
24.124428033828735,29.1875,5.8125,56.36187515426427,52.3125,4.049375154264271
29.936242818832397,29.25,5.75,56.80091181703717,51.75,5.050911817037165
35.760241746902466,29.25,5.75,57.804547074486315,51.75,6.054547074486315
41.58425760269165,29.1875,5.8125,59.38159402737871,52.3125,7.069094027378708
47.40827703475952,29.3125,5.6875,59.24932471692592,51.1875,8.06182471692592
53.23223423957825,29.3125,5.6875,60.2420434584631,51.1875,9.054543458463103
59.056286096572876,29.375,5.625,60.66136960154459,50.625,10.036369601544589
64.8802502155304,29.3125,5.6875,62.216589440348,51.1875,11.029089440347999
70.70476984977722,29.5,5.5,61.48917138327822,49.5,11.98917138327822
76.52827095985413,29.5,5.5,62.44909105763778,49.5,12.949091057637782
82.35223937034607,29.5,5.5,63.40908485128149,49.5,13.909084851281493
88.17629408836365,29.6875,5.3125,62.648865666924564,47.8125,14.836365666924566
94.00029063224792,29.625,5.375,64.1495459133701,48.375,15.774545913370103
99.82429575920105,29.8125,5.1875,63.36750053578824,46.6875,16.68000053578824
105.64870595932007,29.8125,5.1875,64.2730139831981,46.6875,17.585513983198105
111.47274851799011,30.0,5.0,63.458247868152554,45.0,18.458247868152558
117.29624104499817,30.0,5.0,64.33090050985426,45.0,19.330900509854256
123.12027859687805,30.0625,4.9375,64.63022381002932,44.4375,20.192723810029328
128.94428086280823,30.25,4.75,63.77181417866081,42.75,21.02181417866081
134.76828002929688,30.3125,4.6875,64.02749509505958,42.1875,21.839995095059574
140.59275698661804,30.5,4.5,63.125510736180246,40.5,22.625510736180246
146.4167823791504,30.5625,4.4375,63.337558634642065,39.9375,23.400058634642065
152.24028396606445,30.6875,4.3125,62.965223048023134,38.8125,24.152723048023134
158.06428217887878,30.8125,4.1875,62.5711312734966,37.6875,24.883631273496597
163.8882782459259,30.875,4.125,62.72863012622997,37.125,25.603630126229973
169.71227860450745,31.0625,3.9375,61.72840223668009,35.4375,26.29090223668009
175.5368263721466,31.125,3.875,61.842327149683534,34.875,26.967327149683534
181.36027836799622,31.3125,3.6875,60.798403914616856,33.1875,27.610903914616852
187.1842441558838,31.3125,3.6875,61.44203556385115,33.1875,28.25453556385115
193.00828433036804,31.5,3.5,60.365448408007175,31.5,28.865448408007175
198.83225655555725,31.5,3.5,60.976353824514895,31.5,29.476353824514895
204.65628266334534,31.6875,3.3125,59.86703786940426,29.8125,30.054537869404257
